============================================================
Biblioteca : basepropr_dlib
Inicio     : 2026-06-28 17:13:22
============================================================
[2026-06-28 17:13:22] INFO: Dataset=BasePropr | Pares=4092
[2026-06-28 17:13:33] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_baixa_45_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:22:01] PAIR: img1=bia_baixa_45_1m.jpeg, img2=bia_extra_06.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:22:13] PAIR: img1=bia_baixa_45_1m.jpeg, img2=bia_extra_07.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:22:25] PAIR: img1=bia_baixa_45_1m.jpeg, img2=bia_extra_08.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:22:36] PAIR: img1=bia_baixa_45_1m.jpeg, img2=bia_moderada_45_1m.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:22:48] PAIR: img1=bia_baixa_45_1m.jpeg, img2=bia_moderada_45_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:22:59] PAIR: img1=bia_baixa_45_1m.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:23:11] PAIR: img1=bia_baixa_45_1m.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:23:22] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_baixa_frontal_1m.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:23:34] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_baixa_frontal_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:23:45] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_boa_45_1m..jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:23:57] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_boa_45_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:24:08] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_boa_frontal_1m..jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:24:20] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_boa_frontal_30cm..jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:24:31] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_01.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:24:43] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_02.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:24:54] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_03.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:25:06] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_04.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:25:18] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_05.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:25:29] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_06.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:25:41] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_07.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:25:53] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_extra_08.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:26:04] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_moderada_45_1m.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:26:16] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_moderada_45_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:26:27] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:26:39] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 18:26:50] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_baixa_frontal_30cm.jpeg, score=0.2357, label=1, decision=MATCH
[2026-06-28 18:27:02] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_boa_45_1m..jpeg, score=0.4030, label=1, decision=MATCH
[2026-06-28 18:27:14] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_boa_45_30cm.jpeg, score=0.4003, label=1, decision=MATCH
[2026-06-28 18:27:25] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_boa_frontal_1m..jpeg, score=0.3631, label=1, decision=MATCH
[2026-06-28 18:27:37] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_boa_frontal_30cm..jpeg, score=0.3962, label=1, decision=MATCH
[2026-06-28 18:27:49] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_01.jpeg, score=0.4606, label=1, decision=MATCH
[2026-06-28 18:28:00] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_02.jpeg, score=0.3863, label=1, decision=MATCH
[2026-06-28 18:28:12] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_03.jpeg, score=0.3807, label=1, decision=MATCH
[2026-06-28 18:28:23] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_04.jpeg, score=0.3672, label=1, decision=MATCH
[2026-06-28 18:28:35] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_05.jpeg, score=0.3194, label=1, decision=MATCH
[2026-06-28 18:28:46] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_06.jpeg, score=0.3693, label=1, decision=MATCH
[2026-06-28 18:28:58] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_07.jpeg, score=0.4082, label=1, decision=MATCH
[2026-06-28 18:29:09] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_extra_08.jpeg, score=0.4335, label=1, decision=MATCH
[2026-06-28 18:29:21] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.3653, label=1, decision=MATCH
[2026-06-28 18:29:33] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4023, label=1, decision=MATCH
[2026-06-28 18:29:44] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3096, label=1, decision=MATCH
[2026-06-28 18:29:56] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3560, label=1, decision=MATCH
[2026-06-28 18:30:08] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_boa_45_1m..jpeg, score=0.3216, label=1, decision=MATCH
[2026-06-28 18:30:19] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_boa_45_30cm.jpeg, score=0.3198, label=1, decision=MATCH
[2026-06-28 18:30:31] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_boa_frontal_1m..jpeg, score=0.2740, label=1, decision=MATCH
[2026-06-28 18:30:43] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_boa_frontal_30cm..jpeg, score=0.2690, label=1, decision=MATCH
[2026-06-28 18:30:54] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_01.jpeg, score=0.4093, label=1, decision=MATCH
[2026-06-28 18:31:06] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_02.jpeg, score=0.3819, label=1, decision=MATCH
[2026-06-28 18:31:17] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_03.jpeg, score=0.3778, label=1, decision=MATCH
[2026-06-28 18:31:29] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_04.jpeg, score=0.3418, label=1, decision=MATCH
[2026-06-28 18:31:41] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_05.jpeg, score=0.2272, label=1, decision=MATCH
[2026-06-28 18:31:52] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_06.jpeg, score=0.3308, label=1, decision=MATCH
[2026-06-28 18:32:04] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_07.jpeg, score=0.3465, label=1, decision=MATCH
[2026-06-28 18:32:15] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_extra_08.jpeg, score=0.3080, label=1, decision=MATCH
[2026-06-28 18:32:27] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.2870, label=1, decision=MATCH
[2026-06-28 18:32:39] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.3151, label=1, decision=MATCH
[2026-06-28 18:32:50] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.2538, label=1, decision=MATCH
[2026-06-28 18:33:02] PAIR: img1=bia_baixa_frontal_30cm.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.2454, label=1, decision=MATCH
[2026-06-28 18:33:13] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_boa_45_30cm.jpeg, score=0.1711, label=1, decision=MATCH
[2026-06-28 18:33:25] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_boa_frontal_1m..jpeg, score=0.3204, label=1, decision=MATCH
[2026-06-28 18:33:37] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_boa_frontal_30cm..jpeg, score=0.3249, label=1, decision=MATCH
[2026-06-28 18:33:48] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_01.jpeg, score=0.4290, label=1, decision=MATCH
[2026-06-28 18:34:00] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_02.jpeg, score=0.3893, label=1, decision=MATCH
[2026-06-28 18:34:11] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_03.jpeg, score=0.4173, label=1, decision=MATCH
[2026-06-28 18:34:23] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_04.jpeg, score=0.3565, label=1, decision=MATCH
[2026-06-28 18:34:35] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_05.jpeg, score=0.3098, label=1, decision=MATCH
[2026-06-28 18:34:46] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_06.jpeg, score=0.3456, label=1, decision=MATCH
[2026-06-28 18:34:58] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_07.jpeg, score=0.3642, label=1, decision=MATCH
[2026-06-28 18:35:09] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_extra_08.jpeg, score=0.3910, label=1, decision=MATCH
[2026-06-28 18:35:21] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_moderada_45_1m.jpeg, score=0.2147, label=1, decision=MATCH
[2026-06-28 18:35:33] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.1635, label=1, decision=MATCH
[2026-06-28 18:35:44] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3044, label=1, decision=MATCH
[2026-06-28 18:35:56] PAIR: img1=bia_boa_45_1m..jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3118, label=1, decision=MATCH
[2026-06-28 18:36:08] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_boa_frontal_1m..jpeg, score=0.3256, label=1, decision=MATCH
[2026-06-28 18:36:19] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_boa_frontal_30cm..jpeg, score=0.3306, label=1, decision=MATCH
[2026-06-28 18:36:31] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_01.jpeg, score=0.4591, label=1, decision=MATCH
[2026-06-28 18:36:42] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_02.jpeg, score=0.3798, label=1, decision=MATCH
[2026-06-28 18:36:54] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_03.jpeg, score=0.4403, label=1, decision=MATCH
[2026-06-28 18:37:05] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_04.jpeg, score=0.3785, label=1, decision=MATCH
[2026-06-28 18:37:17] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_05.jpeg, score=0.3354, label=1, decision=MATCH
[2026-06-28 18:37:29] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_06.jpeg, score=0.3552, label=1, decision=MATCH
[2026-06-28 18:37:41] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_07.jpeg, score=0.3649, label=1, decision=MATCH
[2026-06-28 18:37:52] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_extra_08.jpeg, score=0.4162, label=1, decision=MATCH
[2026-06-28 18:38:04] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.2512, label=1, decision=MATCH
[2026-06-28 18:38:15] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.1988, label=1, decision=MATCH
[2026-06-28 18:38:27] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3202, label=1, decision=MATCH
[2026-06-28 18:38:39] PAIR: img1=bia_boa_45_30cm.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3313, label=1, decision=MATCH
[2026-06-28 18:38:50] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_boa_frontal_30cm..jpeg, score=0.2388, label=1, decision=MATCH
[2026-06-28 18:39:02] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_01.jpeg, score=0.3911, label=1, decision=MATCH
[2026-06-28 18:39:13] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_02.jpeg, score=0.3679, label=1, decision=MATCH
[2026-06-28 18:39:25] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_03.jpeg, score=0.3319, label=1, decision=MATCH
[2026-06-28 18:39:37] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_04.jpeg, score=0.3176, label=1, decision=MATCH
[2026-06-28 18:39:48] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_05.jpeg, score=0.2601, label=1, decision=MATCH
[2026-06-28 18:40:00] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_06.jpeg, score=0.3576, label=1, decision=MATCH
[2026-06-28 18:40:11] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_07.jpeg, score=0.3615, label=1, decision=MATCH
[2026-06-28 18:40:23] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_extra_08.jpeg, score=0.2984, label=1, decision=MATCH
[2026-06-28 18:40:35] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_moderada_45_1m.jpeg, score=0.3064, label=1, decision=MATCH
[2026-06-28 18:40:46] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.3246, label=1, decision=MATCH
[2026-06-28 18:40:58] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.1908, label=1, decision=MATCH
[2026-06-28 18:41:09] PAIR: img1=bia_boa_frontal_1m..jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.2955, label=1, decision=MATCH
[2026-06-28 18:41:21] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_01.jpeg, score=0.4106, label=1, decision=MATCH
[2026-06-28 18:41:33] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_02.jpeg, score=0.4061, label=1, decision=MATCH
[2026-06-28 18:41:44] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_03.jpeg, score=0.3560, label=1, decision=MATCH
[2026-06-28 18:41:56] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_04.jpeg, score=0.3672, label=1, decision=MATCH
[2026-06-28 18:42:08] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_05.jpeg, score=0.2917, label=1, decision=MATCH
[2026-06-28 18:42:20] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_06.jpeg, score=0.3791, label=1, decision=MATCH
[2026-06-28 18:42:31] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_07.jpeg, score=0.3842, label=1, decision=MATCH
[2026-06-28 18:42:43] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_extra_08.jpeg, score=0.3071, label=1, decision=MATCH
[2026-06-28 18:42:55] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_moderada_45_1m.jpeg, score=0.3341, label=1, decision=MATCH
[2026-06-28 18:43:06] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.3478, label=1, decision=MATCH
[2026-06-28 18:43:18] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.2719, label=1, decision=MATCH
[2026-06-28 18:43:30] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.2366, label=1, decision=MATCH
[2026-06-28 18:43:41] PAIR: img1=bia_extra_01.jpeg, img2=bia_extra_02.jpeg, score=0.4004, label=1, decision=MATCH
[2026-06-28 18:43:53] PAIR: img1=bia_extra_01.jpeg, img2=bia_extra_03.jpeg, score=0.3898, label=1, decision=MATCH
[2026-06-28 18:44:04] PAIR: img1=bia_extra_01.jpeg, img2=bia_extra_04.jpeg, score=0.3963, label=1, decision=MATCH
[2026-06-28 18:44:16] PAIR: img1=bia_extra_01.jpeg, img2=bia_extra_05.jpeg, score=0.3635, label=1, decision=MATCH
[2026-06-28 18:44:28] PAIR: img1=bia_extra_01.jpeg, img2=bia_extra_06.jpeg, score=0.4080, label=1, decision=MATCH
[2026-06-28 18:44:39] PAIR: img1=bia_extra_01.jpeg, img2=bia_extra_07.jpeg, score=0.3620, label=1, decision=MATCH
[2026-06-28 18:44:51] PAIR: img1=bia_extra_01.jpeg, img2=bia_extra_08.jpeg, score=0.2927, label=1, decision=MATCH
[2026-06-28 18:45:02] PAIR: img1=bia_extra_01.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.4543, label=1, decision=MATCH
[2026-06-28 18:45:14] PAIR: img1=bia_extra_01.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4550, label=1, decision=MATCH
[2026-06-28 18:45:26] PAIR: img1=bia_extra_01.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3989, label=1, decision=MATCH
[2026-06-28 18:45:37] PAIR: img1=bia_extra_01.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.4005, label=1, decision=MATCH
[2026-06-28 18:45:49] PAIR: img1=bia_extra_02.jpeg, img2=bia_extra_03.jpeg, score=0.4122, label=1, decision=MATCH
[2026-06-28 18:46:00] PAIR: img1=bia_extra_02.jpeg, img2=bia_extra_04.jpeg, score=0.2172, label=1, decision=MATCH
[2026-06-28 18:46:12] PAIR: img1=bia_extra_02.jpeg, img2=bia_extra_05.jpeg, score=0.3046, label=1, decision=MATCH
[2026-06-28 18:46:24] PAIR: img1=bia_extra_02.jpeg, img2=bia_extra_06.jpeg, score=0.2429, label=1, decision=MATCH
[2026-06-28 18:46:35] PAIR: img1=bia_extra_02.jpeg, img2=bia_extra_07.jpeg, score=0.2799, label=1, decision=MATCH
[2026-06-28 18:46:47] PAIR: img1=bia_extra_02.jpeg, img2=bia_extra_08.jpeg, score=0.4505, label=1, decision=MATCH
[2026-06-28 18:46:58] PAIR: img1=bia_extra_02.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.4511, label=1, decision=MATCH
[2026-06-28 18:47:10] PAIR: img1=bia_extra_02.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4504, label=1, decision=MATCH
[2026-06-28 18:47:22] PAIR: img1=bia_extra_02.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3572, label=1, decision=MATCH
[2026-06-28 18:47:34] PAIR: img1=bia_extra_02.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3561, label=1, decision=MATCH
[2026-06-28 18:47:45] PAIR: img1=bia_extra_03.jpeg, img2=bia_extra_04.jpeg, score=0.3650, label=1, decision=MATCH
[2026-06-28 18:47:57] PAIR: img1=bia_extra_03.jpeg, img2=bia_extra_05.jpeg, score=0.3471, label=1, decision=MATCH
[2026-06-28 18:48:09] PAIR: img1=bia_extra_03.jpeg, img2=bia_extra_06.jpeg, score=0.4230, label=1, decision=MATCH
[2026-06-28 18:48:20] PAIR: img1=bia_extra_03.jpeg, img2=bia_extra_07.jpeg, score=0.4139, label=1, decision=MATCH
[2026-06-28 18:48:32] PAIR: img1=bia_extra_03.jpeg, img2=bia_extra_08.jpeg, score=0.3609, label=1, decision=MATCH
[2026-06-28 18:48:44] PAIR: img1=bia_extra_03.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.4123, label=1, decision=MATCH
[2026-06-28 18:48:55] PAIR: img1=bia_extra_03.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4371, label=1, decision=MATCH
[2026-06-28 18:49:07] PAIR: img1=bia_extra_03.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3518, label=1, decision=MATCH
[2026-06-28 18:49:19] PAIR: img1=bia_extra_03.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3710, label=1, decision=MATCH
[2026-06-28 18:49:30] PAIR: img1=bia_extra_04.jpeg, img2=bia_extra_05.jpeg, score=0.2514, label=1, decision=MATCH
[2026-06-28 18:49:42] PAIR: img1=bia_extra_04.jpeg, img2=bia_extra_06.jpeg, score=0.1906, label=1, decision=MATCH
[2026-06-28 18:49:54] PAIR: img1=bia_extra_04.jpeg, img2=bia_extra_07.jpeg, score=0.2423, label=1, decision=MATCH
[2026-06-28 18:50:05] PAIR: img1=bia_extra_04.jpeg, img2=bia_extra_08.jpeg, score=0.3812, label=1, decision=MATCH
[2026-06-28 18:50:17] PAIR: img1=bia_extra_04.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.4078, label=1, decision=MATCH
[2026-06-28 18:50:28] PAIR: img1=bia_extra_04.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4241, label=1, decision=MATCH
[2026-06-28 18:50:40] PAIR: img1=bia_extra_04.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3068, label=1, decision=MATCH
[2026-06-28 18:50:52] PAIR: img1=bia_extra_04.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3214, label=1, decision=MATCH
[2026-06-28 18:51:03] PAIR: img1=bia_extra_05.jpeg, img2=bia_extra_06.jpeg, score=0.2436, label=1, decision=MATCH
[2026-06-28 18:51:15] PAIR: img1=bia_extra_05.jpeg, img2=bia_extra_07.jpeg, score=0.2618, label=1, decision=MATCH
[2026-06-28 18:51:27] PAIR: img1=bia_extra_05.jpeg, img2=bia_extra_08.jpeg, score=0.2899, label=1, decision=MATCH
[2026-06-28 18:51:38] PAIR: img1=bia_extra_05.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.3249, label=1, decision=MATCH
[2026-06-28 18:51:50] PAIR: img1=bia_extra_05.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.3422, label=1, decision=MATCH
[2026-06-28 18:52:01] PAIR: img1=bia_extra_05.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.2399, label=1, decision=MATCH
[2026-06-28 18:52:13] PAIR: img1=bia_extra_05.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.2234, label=1, decision=MATCH
[2026-06-28 18:52:25] PAIR: img1=bia_extra_06.jpeg, img2=bia_extra_07.jpeg, score=0.1706, label=1, decision=MATCH
[2026-06-28 18:52:37] PAIR: img1=bia_extra_06.jpeg, img2=bia_extra_08.jpeg, score=0.3981, label=1, decision=MATCH
[2026-06-28 18:52:48] PAIR: img1=bia_extra_06.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.4081, label=1, decision=MATCH
[2026-06-28 18:53:00] PAIR: img1=bia_extra_06.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4122, label=1, decision=MATCH
[2026-06-28 18:53:11] PAIR: img1=bia_extra_06.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3249, label=1, decision=MATCH
[2026-06-28 18:53:23] PAIR: img1=bia_extra_06.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3055, label=1, decision=MATCH
[2026-06-28 18:53:35] PAIR: img1=bia_extra_07.jpeg, img2=bia_extra_08.jpeg, score=0.3226, label=1, decision=MATCH
[2026-06-28 18:53:46] PAIR: img1=bia_extra_07.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.4169, label=1, decision=MATCH
[2026-06-28 18:53:58] PAIR: img1=bia_extra_07.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4140, label=1, decision=MATCH
[2026-06-28 18:54:10] PAIR: img1=bia_extra_07.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3327, label=1, decision=MATCH
[2026-06-28 18:54:21] PAIR: img1=bia_extra_07.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3075, label=1, decision=MATCH
[2026-06-28 18:54:33] PAIR: img1=bia_extra_08.jpeg, img2=bia_moderada_45_1m.jpeg, score=0.3747, label=1, decision=MATCH
[2026-06-28 18:54:45] PAIR: img1=bia_extra_08.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.3970, label=1, decision=MATCH
[2026-06-28 18:54:56] PAIR: img1=bia_extra_08.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3046, label=1, decision=MATCH
[2026-06-28 18:55:08] PAIR: img1=bia_extra_08.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3082, label=1, decision=MATCH
[2026-06-28 18:55:20] PAIR: img1=bia_moderada_45_1m.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.1500, label=1, decision=MATCH
[2026-06-28 18:55:32] PAIR: img1=bia_moderada_45_1m.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.2700, label=1, decision=MATCH
[2026-06-28 18:55:43] PAIR: img1=bia_moderada_45_1m.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3280, label=1, decision=MATCH
[2026-06-28 18:55:55] PAIR: img1=bia_moderada_45_30cm.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3132, label=1, decision=MATCH
[2026-06-28 18:56:06] PAIR: img1=bia_moderada_45_30cm.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3481, label=1, decision=MATCH
[2026-06-28 18:56:18] PAIR: img1=bia_moderada_frontal_1m.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.2272, label=1, decision=MATCH
[2026-06-28 18:56:23] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_baixa_45_dir.jpg, score=0.2978, label=1, decision=MATCH
[2026-06-28 18:56:29] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_baixa_45_esq.jpg, score=0.3178, label=1, decision=MATCH
[2026-06-28 18:56:35] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_baixa_frontal.jpg, score=0.3007, label=1, decision=MATCH
