============================================================
Biblioteca : basepropr_deepface
Inicio     : 2026-06-29 00:38:11
============================================================
[2026-06-29 00:38:11] INFO: Dataset=BasePropr | Pares=4092
[2026-06-29 00:38:15] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_baixa_45_30cm.jpeg, score=0.0835, label=1, decision=MATCH
[2026-06-29 00:45:24] PAIR: img1=bia_extra_08.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.4732, label=1, decision=MATCH
[2026-06-29 00:45:24] PAIR: img1=bia_extra_08.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3322, label=1, decision=MATCH
[2026-06-29 00:45:25] PAIR: img1=bia_extra_08.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.3204, label=1, decision=MATCH
[2026-06-29 00:45:26] PAIR: img1=bia_moderada_45_1m.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.0762, label=1, decision=MATCH
[2026-06-29 00:45:27] PAIR: img1=bia_moderada_45_1m.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3369, label=1, decision=MATCH
[2026-06-29 00:45:27] PAIR: img1=bia_moderada_45_1m.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.4147, label=1, decision=MATCH
[2026-06-29 00:45:28] PAIR: img1=bia_moderada_45_30cm.jpeg, img2=bia_moderada_frontal_1m.jpeg, score=0.3938, label=1, decision=MATCH
[2026-06-29 00:45:29] PAIR: img1=bia_moderada_45_30cm.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.4493, label=1, decision=MATCH
[2026-06-29 00:45:29] PAIR: img1=bia_moderada_frontal_1m.jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.0800, label=1, decision=MATCH
[2026-06-29 00:45:30] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_baixa_45_dir.jpg, score=0.4942, label=1, decision=MATCH
[2026-06-29 00:45:30] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_baixa_45_esq.jpg, score=0.3984, label=1, decision=MATCH
[2026-06-29 00:45:31] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_baixa_frontal.jpg, score=0.3968, label=1, decision=MATCH
[2026-06-29 00:45:31] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_boa_45_esq.jpg, score=0.3219, label=1, decision=MATCH
[2026-06-29 00:45:32] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_boa_frontal.jpg, score=0.2446, label=1, decision=MATCH
[2026-06-29 00:45:32] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_01.jpg, score=0.3972, label=1, decision=MATCH
[2026-06-29 00:45:33] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_02.jpg, score=0.3574, label=1, decision=MATCH
[2026-06-29 00:45:33] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_03.jpg, score=0.2961, label=1, decision=MATCH
[2026-06-29 00:45:33] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_04.jpg, score=0.4033, label=1, decision=MATCH
[2026-06-29 00:45:34] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_05.jpg, score=0.4160, label=1, decision=MATCH
[2026-06-29 00:45:34] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_06.jpg, score=0.4426, label=1, decision=MATCH
[2026-06-29 00:45:35] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_07.jpg, score=0.4281, label=1, decision=MATCH
[2026-06-29 00:45:35] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_08.jpg, score=0.4688, label=1, decision=MATCH
[2026-06-29 00:45:36] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_09.jpg, score=0.4221, label=1, decision=MATCH
[2026-06-29 00:45:36] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_10.jpg, score=0.4097, label=1, decision=MATCH
[2026-06-29 00:45:37] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_11.jpg, score=0.3101, label=1, decision=MATCH
[2026-06-29 00:45:37] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_13.jpg, score=0.2558, label=1, decision=MATCH
[2026-06-29 00:45:38] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_14.jpg, score=0.3287, label=1, decision=MATCH
[2026-06-29 00:45:38] PAIR: img1=Francisca_boa_45_dir.jpg, img2=francisca_extra_15.jpg, score=0.2998, label=1, decision=MATCH
[2026-06-29 00:45:38] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_baixa_45_esq.jpg, score=0.2245, label=1, decision=MATCH
[2026-06-29 00:45:39] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_baixa_frontal.jpg, score=0.2532, label=1, decision=MATCH
[2026-06-29 00:45:39] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_boa_45_esq.jpg, score=0.3670, label=1, decision=MATCH
[2026-06-29 00:45:40] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_boa_frontal.jpg, score=0.4493, label=1, decision=MATCH
[2026-06-29 00:45:40] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_01.jpg, score=0.2464, label=1, decision=MATCH
[2026-06-29 00:45:41] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_02.jpg, score=0.2643, label=1, decision=MATCH
[2026-06-29 00:45:41] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_03.jpg, score=0.3062, label=1, decision=MATCH
[2026-06-29 00:45:41] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_04.jpg, score=0.3691, label=1, decision=MATCH
[2026-06-29 00:45:42] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_05.jpg, score=0.4190, label=1, decision=MATCH
[2026-06-29 00:45:42] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_06.jpg, score=0.2315, label=1, decision=MATCH
[2026-06-29 00:45:43] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_07.jpg, score=0.3366, label=1, decision=MATCH
[2026-06-29 00:45:43] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_08.jpg, score=0.2585, label=1, decision=MATCH
[2026-06-29 00:45:44] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_09.jpg, score=0.3657, label=1, decision=MATCH
[2026-06-29 00:45:44] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_10.jpg, score=0.3861, label=1, decision=MATCH
[2026-06-29 00:45:45] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_11.jpg, score=0.2190, label=1, decision=MATCH
[2026-06-29 00:45:45] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_13.jpg, score=0.5097, label=1, decision=NO_MATCH
[2026-06-29 00:45:45] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_14.jpg, score=0.5015, label=1, decision=NO_MATCH
[2026-06-29 00:45:46] PAIR: img1=francisca_baixa_45_dir.jpg, img2=francisca_extra_15.jpg, score=0.4455, label=1, decision=MATCH
[2026-06-29 00:45:46] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_baixa_frontal.jpg, score=0.2887, label=1, decision=MATCH
[2026-06-29 00:45:47] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_boa_45_esq.jpg, score=0.2221, label=1, decision=MATCH
[2026-06-29 00:45:47] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_boa_frontal.jpg, score=0.2943, label=1, decision=MATCH
[2026-06-29 00:45:48] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_01.jpg, score=0.2757, label=1, decision=MATCH
[2026-06-29 00:45:48] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_02.jpg, score=0.2873, label=1, decision=MATCH
[2026-06-29 00:45:49] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_03.jpg, score=0.2086, label=1, decision=MATCH
[2026-06-29 00:45:49] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_04.jpg, score=0.2664, label=1, decision=MATCH
[2026-06-29 00:45:49] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_05.jpg, score=0.3391, label=1, decision=MATCH
[2026-06-29 00:45:50] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_06.jpg, score=0.1788, label=1, decision=MATCH
[2026-06-29 00:45:50] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_07.jpg, score=0.0884, label=1, decision=MATCH
[2026-06-29 00:45:51] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_08.jpg, score=0.2414, label=1, decision=MATCH
[2026-06-29 00:45:51] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_09.jpg, score=0.2534, label=1, decision=MATCH
[2026-06-29 00:45:52] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_10.jpg, score=0.2582, label=1, decision=MATCH
[2026-06-29 00:45:52] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_11.jpg, score=0.2664, label=1, decision=MATCH
[2026-06-29 00:45:53] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_13.jpg, score=0.4015, label=1, decision=MATCH
[2026-06-29 00:45:53] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_14.jpg, score=0.3926, label=1, decision=MATCH
[2026-06-29 00:45:53] PAIR: img1=francisca_baixa_45_esq.jpg, img2=francisca_extra_15.jpg, score=0.3622, label=1, decision=MATCH
[2026-06-29 00:45:54] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_boa_45_esq.jpg, score=0.2932, label=1, decision=MATCH
[2026-06-29 00:45:54] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_boa_frontal.jpg, score=0.2728, label=1, decision=MATCH
[2026-06-29 00:45:55] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_01.jpg, score=0.0500, label=1, decision=MATCH
[2026-06-29 00:45:55] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_02.jpg, score=0.0244, label=1, decision=MATCH
[2026-06-29 00:45:56] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_03.jpg, score=0.2219, label=1, decision=MATCH
[2026-06-29 00:45:56] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_04.jpg, score=0.1484, label=1, decision=MATCH
[2026-06-29 00:45:57] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_05.jpg, score=0.2063, label=1, decision=MATCH
[2026-06-29 00:45:57] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_06.jpg, score=0.1285, label=1, decision=MATCH
[2026-06-29 00:45:57] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_07.jpg, score=0.4095, label=1, decision=MATCH
[2026-06-29 00:45:58] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_08.jpg, score=0.2837, label=1, decision=MATCH
[2026-06-29 00:45:58] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_09.jpg, score=0.3308, label=1, decision=MATCH
[2026-06-29 00:45:59] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_10.jpg, score=0.3524, label=1, decision=MATCH
[2026-06-29 00:45:59] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_11.jpg, score=0.2999, label=1, decision=MATCH
[2026-06-29 00:46:00] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_13.jpg, score=0.3047, label=1, decision=MATCH
[2026-06-29 00:46:00] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_14.jpg, score=0.3503, label=1, decision=MATCH
[2026-06-29 00:46:01] PAIR: img1=francisca_baixa_frontal.jpg, img2=francisca_extra_15.jpg, score=0.2865, label=1, decision=MATCH
[2026-06-29 00:46:01] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_boa_frontal.jpg, score=0.1428, label=1, decision=MATCH
[2026-06-29 00:46:01] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_01.jpg, score=0.2870, label=1, decision=MATCH
[2026-06-29 00:46:02] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_02.jpg, score=0.2700, label=1, decision=MATCH
[2026-06-29 00:46:02] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_03.jpg, score=0.2217, label=1, decision=MATCH
[2026-06-29 00:46:03] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_04.jpg, score=0.3096, label=1, decision=MATCH
[2026-06-29 00:46:03] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_05.jpg, score=0.3450, label=1, decision=MATCH
[2026-06-29 00:46:04] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_06.jpg, score=0.2946, label=1, decision=MATCH
[2026-06-29 00:46:04] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_07.jpg, score=0.2274, label=1, decision=MATCH
[2026-06-29 00:46:05] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_08.jpg, score=0.3366, label=1, decision=MATCH
[2026-06-29 00:46:05] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_09.jpg, score=0.2738, label=1, decision=MATCH
[2026-06-29 00:46:06] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_10.jpg, score=0.2531, label=1, decision=MATCH
[2026-06-29 00:46:06] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_11.jpg, score=0.2884, label=1, decision=MATCH
[2026-06-29 00:46:06] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_13.jpg, score=0.2630, label=1, decision=MATCH
[2026-06-29 00:46:07] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_14.jpg, score=0.2843, label=1, decision=MATCH
[2026-06-29 00:46:07] PAIR: img1=francisca_boa_45_esq.jpg, img2=francisca_extra_15.jpg, score=0.2248, label=1, decision=MATCH
[2026-06-29 00:46:08] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_01.jpg, score=0.3086, label=1, decision=MATCH
[2026-06-29 00:46:08] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_02.jpg, score=0.2484, label=1, decision=MATCH
[2026-06-29 00:46:09] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_03.jpg, score=0.2580, label=1, decision=MATCH
[2026-06-29 00:46:09] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_04.jpg, score=0.2653, label=1, decision=MATCH
[2026-06-29 00:46:10] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_05.jpg, score=0.2854, label=1, decision=MATCH
[2026-06-29 00:46:10] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_06.jpg, score=0.2972, label=1, decision=MATCH
[2026-06-29 00:46:10] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_07.jpg, score=0.3490, label=1, decision=MATCH
[2026-06-29 00:46:11] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_08.jpg, score=0.4148, label=1, decision=MATCH
[2026-06-29 00:46:11] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_09.jpg, score=0.3298, label=1, decision=MATCH
[2026-06-29 00:46:12] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_10.jpg, score=0.3261, label=1, decision=MATCH
[2026-06-29 00:46:12] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_11.jpg, score=0.3608, label=1, decision=MATCH
[2026-06-29 00:46:13] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_13.jpg, score=0.1387, label=1, decision=MATCH
[2026-06-29 00:46:13] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_14.jpg, score=0.1894, label=1, decision=MATCH
[2026-06-29 00:46:14] PAIR: img1=francisca_boa_frontal.jpg, img2=francisca_extra_15.jpg, score=0.1478, label=1, decision=MATCH
[2026-06-29 00:46:14] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_02.jpg, score=0.0605, label=1, decision=MATCH
[2026-06-29 00:46:14] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_03.jpg, score=0.1867, label=1, decision=MATCH
[2026-06-29 00:46:15] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_04.jpg, score=0.1268, label=1, decision=MATCH
[2026-06-29 00:46:15] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_05.jpg, score=0.2009, label=1, decision=MATCH
[2026-06-29 00:46:16] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_06.jpg, score=0.1071, label=1, decision=MATCH
[2026-06-29 00:46:16] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_07.jpg, score=0.4023, label=1, decision=MATCH
[2026-06-29 00:46:17] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_08.jpg, score=0.2331, label=1, decision=MATCH
[2026-06-29 00:46:17] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_09.jpg, score=0.3006, label=1, decision=MATCH
[2026-06-29 00:46:18] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_10.jpg, score=0.3158, label=1, decision=MATCH
[2026-06-29 00:46:18] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_11.jpg, score=0.2692, label=1, decision=MATCH
[2026-06-29 00:46:18] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_13.jpg, score=0.3271, label=1, decision=MATCH
[2026-06-29 00:46:19] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_14.jpg, score=0.3604, label=1, decision=MATCH
[2026-06-29 00:46:19] PAIR: img1=francisca_extra_01.jpg, img2=francisca_extra_15.jpg, score=0.3249, label=1, decision=MATCH
[2026-06-29 00:46:20] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_03.jpg, score=0.1966, label=1, decision=MATCH
[2026-06-29 00:46:20] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_04.jpg, score=0.1618, label=1, decision=MATCH
[2026-06-29 00:46:21] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_05.jpg, score=0.2078, label=1, decision=MATCH
[2026-06-29 00:46:21] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_06.jpg, score=0.1542, label=1, decision=MATCH
[2026-06-29 00:46:22] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_07.jpg, score=0.3887, label=1, decision=MATCH
[2026-06-29 00:46:22] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_08.jpg, score=0.2380, label=1, decision=MATCH
[2026-06-29 00:46:22] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_09.jpg, score=0.2817, label=1, decision=MATCH
[2026-06-29 00:46:23] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_10.jpg, score=0.2991, label=1, decision=MATCH
[2026-06-29 00:46:23] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_11.jpg, score=0.2662, label=1, decision=MATCH
[2026-06-29 00:46:24] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_13.jpg, score=0.2525, label=1, decision=MATCH
[2026-06-29 00:46:24] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_14.jpg, score=0.2964, label=1, decision=MATCH
[2026-06-29 00:46:25] PAIR: img1=francisca_extra_02.jpg, img2=francisca_extra_15.jpg, score=0.2518, label=1, decision=MATCH
[2026-06-29 00:46:25] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_04.jpg, score=0.2231, label=1, decision=MATCH
[2026-06-29 00:46:26] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_05.jpg, score=0.2864, label=1, decision=MATCH
[2026-06-29 00:46:26] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_06.jpg, score=0.2276, label=1, decision=MATCH
[2026-06-29 00:46:26] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_07.jpg, score=0.2562, label=1, decision=MATCH
[2026-06-29 00:46:27] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_08.jpg, score=0.2063, label=1, decision=MATCH
[2026-06-29 00:46:27] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_09.jpg, score=0.2503, label=1, decision=MATCH
[2026-06-29 00:46:28] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_10.jpg, score=0.2437, label=1, decision=MATCH
[2026-06-29 00:46:28] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_11.jpg, score=0.2695, label=1, decision=MATCH
[2026-06-29 00:46:29] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_13.jpg, score=0.2501, label=1, decision=MATCH
[2026-06-29 00:46:29] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_14.jpg, score=0.2564, label=1, decision=MATCH
[2026-06-29 00:46:30] PAIR: img1=francisca_extra_03.jpg, img2=francisca_extra_15.jpg, score=0.2791, label=1, decision=MATCH
[2026-06-29 00:46:30] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_05.jpg, score=0.0529, label=1, decision=MATCH
[2026-06-29 00:46:31] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_06.jpg, score=0.0939, label=1, decision=MATCH
[2026-06-29 00:46:31] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_07.jpg, score=0.3801, label=1, decision=MATCH
[2026-06-29 00:46:31] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_08.jpg, score=0.3092, label=1, decision=MATCH
[2026-06-29 00:46:32] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_09.jpg, score=0.3289, label=1, decision=MATCH
[2026-06-29 00:46:32] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_10.jpg, score=0.3377, label=1, decision=MATCH
[2026-06-29 00:46:33] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_11.jpg, score=0.3923, label=1, decision=MATCH
[2026-06-29 00:46:33] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_13.jpg, score=0.3029, label=1, decision=MATCH
[2026-06-29 00:46:34] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_14.jpg, score=0.3257, label=1, decision=MATCH
[2026-06-29 00:46:34] PAIR: img1=francisca_extra_04.jpg, img2=francisca_extra_15.jpg, score=0.2925, label=1, decision=MATCH
[2026-06-29 00:46:35] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_06.jpg, score=0.1655, label=1, decision=MATCH
[2026-06-29 00:46:35] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_07.jpg, score=0.4344, label=1, decision=MATCH
[2026-06-29 00:46:35] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_08.jpg, score=0.3668, label=1, decision=MATCH
[2026-06-29 00:46:36] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_09.jpg, score=0.3958, label=1, decision=MATCH
[2026-06-29 00:46:36] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_10.jpg, score=0.3992, label=1, decision=MATCH
[2026-06-29 00:46:37] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_11.jpg, score=0.4407, label=1, decision=MATCH
[2026-06-29 00:46:37] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_13.jpg, score=0.3186, label=1, decision=MATCH
[2026-06-29 00:46:38] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_14.jpg, score=0.3410, label=1, decision=MATCH
[2026-06-29 00:46:38] PAIR: img1=francisca_extra_05.jpg, img2=francisca_extra_15.jpg, score=0.2626, label=1, decision=MATCH
[2026-06-29 00:46:39] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_07.jpg, score=0.3302, label=1, decision=MATCH
[2026-06-29 00:46:39] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_08.jpg, score=0.2659, label=1, decision=MATCH
[2026-06-29 00:46:39] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_09.jpg, score=0.3063, label=1, decision=MATCH
[2026-06-29 00:46:40] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_10.jpg, score=0.3249, label=1, decision=MATCH
[2026-06-29 00:46:40] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_11.jpg, score=0.3246, label=1, decision=MATCH
[2026-06-29 00:46:41] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_13.jpg, score=0.3675, label=1, decision=MATCH
[2026-06-29 00:46:41] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_14.jpg, score=0.3753, label=1, decision=MATCH
[2026-06-29 00:46:42] PAIR: img1=francisca_extra_06.jpg, img2=francisca_extra_15.jpg, score=0.3073, label=1, decision=MATCH
[2026-06-29 00:46:42] PAIR: img1=francisca_extra_07.jpg, img2=francisca_extra_08.jpg, score=0.2809, label=1, decision=MATCH
[2026-06-29 00:46:43] PAIR: img1=francisca_extra_07.jpg, img2=francisca_extra_09.jpg, score=0.2416, label=1, decision=MATCH
[2026-06-29 00:46:43] PAIR: img1=francisca_extra_07.jpg, img2=francisca_extra_10.jpg, score=0.2355, label=1, decision=MATCH
[2026-06-29 00:46:43] PAIR: img1=francisca_extra_07.jpg, img2=francisca_extra_11.jpg, score=0.3185, label=1, decision=MATCH
[2026-06-29 00:46:44] PAIR: img1=francisca_extra_07.jpg, img2=francisca_extra_13.jpg, score=0.4405, label=1, decision=MATCH
[2026-06-29 00:46:44] PAIR: img1=francisca_extra_07.jpg, img2=francisca_extra_14.jpg, score=0.4157, label=1, decision=MATCH
[2026-06-29 00:46:45] PAIR: img1=francisca_extra_07.jpg, img2=francisca_extra_15.jpg, score=0.3822, label=1, decision=MATCH
[2026-06-29 00:46:45] PAIR: img1=francisca_extra_08.jpg, img2=francisca_extra_09.jpg, score=0.1527, label=1, decision=MATCH
[2026-06-29 00:46:46] PAIR: img1=francisca_extra_08.jpg, img2=francisca_extra_10.jpg, score=0.1677, label=1, decision=MATCH
[2026-06-29 00:46:46] PAIR: img1=francisca_extra_08.jpg, img2=francisca_extra_11.jpg, score=0.2734, label=1, decision=MATCH
[2026-06-29 00:46:47] PAIR: img1=francisca_extra_08.jpg, img2=francisca_extra_13.jpg, score=0.4026, label=1, decision=MATCH
[2026-06-29 00:46:47] PAIR: img1=francisca_extra_08.jpg, img2=francisca_extra_14.jpg, score=0.3805, label=1, decision=MATCH
[2026-06-29 00:46:48] PAIR: img1=francisca_extra_08.jpg, img2=francisca_extra_15.jpg, score=0.3997, label=1, decision=MATCH
[2026-06-29 00:46:48] PAIR: img1=francisca_extra_09.jpg, img2=francisca_extra_10.jpg, score=0.0133, label=1, decision=MATCH
[2026-06-29 00:46:48] PAIR: img1=francisca_extra_09.jpg, img2=francisca_extra_11.jpg, score=0.2573, label=1, decision=MATCH
[2026-06-29 00:46:49] PAIR: img1=francisca_extra_09.jpg, img2=francisca_extra_13.jpg, score=0.3406, label=1, decision=MATCH
[2026-06-29 00:46:49] PAIR: img1=francisca_extra_09.jpg, img2=francisca_extra_14.jpg, score=0.3432, label=1, decision=MATCH
[2026-06-29 00:46:50] PAIR: img1=francisca_extra_09.jpg, img2=francisca_extra_15.jpg, score=0.3700, label=1, decision=MATCH
[2026-06-29 00:46:50] PAIR: img1=francisca_extra_10.jpg, img2=francisca_extra_11.jpg, score=0.2484, label=1, decision=MATCH
